region_code,region_name,country_code,country_name,year,sex,age_group_code,age_group,number,percentage_of_causespecific_deaths_out_of_total_deaths,agestandardized_death_rate_per_100_000_standard_population,death_rate_per_100_000_population
CSA,Central and South America,ARG,Argentina,2012,All,Age_all,[All],280.0,0.08828797,0.68633219,0.67057523
CSA,Central and South America,ARG,Argentina,2013,All,Age_all,[All],274.0,0.08474393,0.66122101,0.64935019
CSA,Central and South America,ARG,Argentina,2014,All,Age_all,[All],307.0,0.09533125,0.73687818,0.72002327
CSA,Central and South America,BRA,Brazil,1979,All,Age_all,[All],2609.0,0.36710182,2.33852008,2.20085014
CSA,Central and South America,BRA,Brazil,1980,All,Age_all,[All],2551.0,0.34029486,2.22178234,2.10328957
CSA,Central and South America,BRA,Brazil,1981,All,Age_all,[All],2540.0,0.33895817,2.15101469,2.04723965
CSA,Central and South America,BRA,Brazil,1982,All,Age_all,[All],2293.0,0.30946089,1.89501703,1.80701291
CSA,Central and South America,BRA,Brazil,1983,All,Age_all,[All],2118.0,0.27480227,1.65165837,1.6322932
CSA,Central and South America,BRA,Brazil,1984,All,Age_all,[All],1962.0,0.24246469,1.47978197,1.47910482
CSA,Central and South America,BRA,Brazil,1985,All,Age_all,[All],1892.0,0.24030249,1.39675471,1.39565179
CSA,Central and South America,BRA,Brazil,1986,All,Age_all,[All],1814.0,0.22382351,1.35325638,1.33767426
CSA,Central and South America,BRA,Brazil,1987,All,Age_all,[All],1912.0,0.23935365,1.32771095,1.35707166
CSA,Central and South America,BRA,Brazil,1988,All,Age_all,[All],1759.0,0.21107097,1.18973548,1.2246958
CSA,Central and South America,BRA,Brazil,1989,All,Age_all,[All],1670.0,0.20497689,1.10462833,1.14126929
CSA,Central and South America,BRA,Brazil,1990,All,Age_all,[All],1631.0,0.1997712,1.04548832,1.0946072
CSA,Central and South America,BRA,Brazil,1991,All,Age_all,[All],1521.0,0.18958185,0.95911457,1.00298051
CSA,Central and South America,BRA,Brazil,1992,All,Age_all,[All],1526.0,0.1849159,0.93654195,0.98924292
CSA,Central and South America,BRA,Brazil,1993,All,Age_all,[All],1641.0,0.18729776,0.98901837,1.04622866
CSA,Central and South America,BRA,Brazil,1994,All,Age_all,[All],1653.0,0.1868052,0.97419494,1.036801
CSA,Central and South America,BRA,Brazil,1995,All,Age_all,[All],1632.0,0.18331764,0.95307803,1.0072837
CSA,Central and South America,BRA,Brazil,1996,All,Age_all,[All],1465.0,0.16118704,0.83637606,0.88995704
CSA,Central and South America,BRA,Brazil,1997,All,Age_all,[All],1791.0,0.1982256,1.00457305,1.07111434
CSA,Central and South America,BRA,Brazil,1998,All,Age_all,[All],1938.0,0.20860625,1.06503904,1.14144191
CSA,Central and South America,BRA,Brazil,1999,All,Age_all,[All],1823.0,0.19421344,0.98716985,1.05792364
CSA,Central and South America,BRA,Brazil,2000,All,Age_all,[All],1648.0,0.17413521,0.87708501,0.94284387
CSA,Central and South America,BRA,Brazil,2001,All,Age_all,[All],1587.0,0.16505769,0.83249787,0.89561814
CSA,Central and South America,BRA,Brazil,2002,All,Age_all,[All],1648.0,0.16768519,0.85162153,0.91791398
CSA,Central and South America,BRA,Brazil,2003,All,Age_all,[All],1597.0,0.15933163,0.81266642,0.87839317
CSA,Central and South America,BRA,Brazil,2004,All,Age_all,[All],1672.0,0.16327025,0.84232564,0.90866365
CSA,Central and South America,BRA,Brazil,2005,All,Age_all,[All],1661.0,0.16497372,0.82648041,0.89240093
CSA,Central and South America,BRA,Brazil,2006,All,Age_all,[All],1634.0,0.15837999,0.80489848,0.86837592
CSA,Central and South America,BRA,Brazil,2007,All,Age_all,[All],1612.0,0.15384219,0.78539904,0.84783898
CSA,Central and South America,BRA,Brazil,2008,All,Age_all,[All],1641.0,0.15263114,0.79574474,0.85455237
CSA,Central and South America,BRA,Brazil,2009,All,Age_all,[All],1884.0,0.17079326,0.90425915,0.97170248
CSA,Central and South America,BRA,Brazil,2010,All,Age_all,[All],1728.0,0.15198611,0.82163764,0.88292264
CSA,Central and South America,BRA,Brazil,2011,All,Age_all,[All],1680.0,0.14352865,0.79529196,0.85057031
CSA,Central and South America,BRA,Brazil,2012,All,Age_all,[All],1647.0,0.13943849,0.77384015,0.82644504
CSA,Central and South America,BRA,Brazil,2013,All,Age_all,[All],1787.0,0.14762812,0.8334307,0.88889591
CSA,Central and South America,BRA,Brazil,2014,All,Age_all,[All],1889.0,0.15394784,0.87497568,0.93162614
CSA,Central and South America,CHL,Chile,1955,All,Age_all,[All],736.0,0.83785845,12.34658201,10.83946981
CSA,Central and South America,CHL,Chile,1956,All,Age_all,[All],743.0,0.88243328,12.02064529,10.67528736
CSA,Central and South America,CHL,Chile,1957,All,Age_all,[All],736.0,0.80431884,11.67704805,10.30812325
CSA,Central and South America,CHL,Chile,1958,All,Age_all,[All],769.0,0.86472506,12.04747905,10.53713346
CSA,Central and South America,CHL,Chile,1959,All,Age_all,[All],672.0,0.71117884,10.20143824,9.00200938
CSA,Central and South America,CHL,Chile,1960,All,Age_all,[All],789.0,0.82629914,11.7178961,10.34347142
CSA,Central and South America,CHL,Chile,1961,All,Age_all,[All],870.0,0.9524018,12.52355833,11.07137858
CSA,Central and South America,CHL,Chile,1962,All,Age_all,[All],787.0,0.82952126,11.0809053,9.80196787
CSA,Central and South America,CHL,Chile,1963,All,Age_all,[All],733.0,0.7457296,10.07152245,8.91499739
CSA,Central and South America,CHL,Chile,1964,All,Age_all,[All],721.0,0.7665483,9.58304611,8.5324434
CSA,Central and South America,CHL,Chile,1965,All,Age_all,[All],787.0,0.85872032,10.58013061,9.27628477
CSA,Central and South America,CHL,Chile,1966,All,Age_all,[All],771.0,0.85203726,10.15267726,8.90197437
CSA,Central and South America,CHL,Chile,1967,All,Age_all,[All],630.0,0.72547213,8.12053207,7.12830957
CSA,Central and South America,CHL,Chile,1968,All,Age_all,[All],579.0,0.68472091,7.28541673,6.42255771
CSA,Central and South America,CHL,Chile,1969,All,Age_all,[All],488.0,0.5762872,5.94639235,5.30896432
CSA,Central and South America,CHL,Chile,1970,All,Age_all,[All],439.0,0.52785994,5.46453431,4.68586555
CSA,Central and South America,CHL,Chile,1971,All,Age_all,[All],389.0,0.4673234,4.65460901,4.07526138
CSA,Central and South America,CHL,Chile,1972,All,Age_all,[All],452.0,0.50982427,5.19971001,4.64910566
CSA,Central and South America,CHL,Chile,1973,All,Age_all,[All],365.0,0.43982262,4.12407259,3.68716664
CSA,Central and South America,CHL,Chile,1974,All,Age_all,[All],326.0,0.41643248,3.42079654,3.23537877
CSA,Central and South America,CHL,Chile,1975,All,Age_all,[All],336.0,0.45294007,3.44919555,3.29411765
CSA,Central and South America,CHL,Chile,1976,All,Age_all,[All],284.0,0.35773218,2.85571863,2.73866924
CSA,Central and South America,CHL,Chile,1977,All,Age_all,[All],246.0,0.33450728,2.40374375,2.33175355
CSA,Central and South America,CHL,Chile,1978,All,Age_all,[All],218.0,0.30143389,2.03096694,2.03168686
CSA,Central and South America,CHL,Chile,1979,All,Age_all,[All],176.0,0.23726711,1.58299838,1.61209068
CSA,Central and South America,CHL,Chile,1980,All,Age_all,[All],185.0,0.25098358,1.59127212,1.66576625
CSA,Central and South America,CHL,Chile,1981,All,Age_all,[All],173.0,0.24759915,1.46838857,1.53178679
CSA,Central and South America,CHL,Chile,1982,All,Age_all,[All],142.0,0.20306601,1.19791596,1.23618003
CSA,Central and South America,CHL,Chile,1983,All,Age_all,[All],105.0,0.14107594,0.86148999,0.88176312
CSA,Central and South America,CHL,Chile,1984,All,Age_all,[All],92.0,0.12321044,0.73399707,0.77450857
CSA,Central and South America,CHL,Chile,1985,All,Age_all,[All],131.0,0.17814888,1.05477481,1.08823871
CSA,Central and South America,CHL,Chile,1986,All,Age_all,[All],129.0,0.17864809,0.96820357,1.05504212
CSA,Central and South America,CHL,Chile,1987,All,Age_all,[All],135.0,0.19132924,1.00319715,1.07681263
CSA,Central and South America,CHL,Chile,1988,All,Age_all,[All],122.0,0.16390139,0.87641028,0.9569378
CSA,Central and South America,CHL,Chile,1989,All,Age_all,[All],123.0,0.16301539,0.89483198,0.94900085
CSA,Central and South America,CHL,Chile,1990,All,Age_all,[All],123.0,0.15681975,0.86181741,0.93507678
CSA,Central and South America,CHL,Chile,1991,All,Age_all,[All],106.0,0.14159387,0.73402383,0.79567035
CSA,Central and South America,CHL,Chile,1992,All,Age_all,[All],91.0,0.12282359,0.61240496,0.66911765
CSA,Central and South America,CHL,Chile,1993,All,Age_all,[All],100.0,0.13112862,0.67985557,0.72611622
CSA,Central and South America,CHL,Chile,1994,All,Age_all,[All],73.0,0.09675923,0.49259795,0.52165959
CSA,Central and South America,CHL,Chile,1995,All,Age_all,[All],86.0,0.10951089,0.57045484,0.59801684
CSA,Central and South America,CHL,Chile,1996,All,Age_all,[All],63.0,0.07962287,0.41112065,0.43188046
CSA,Central and South America,CHL,Chile,1997,All,Age_all,[All],61.0,0.07773473,0.39338053,0.41254628
CSA,Central and South America,CHL,Chile,1998,All,Age_all,[All],55.0,0.06852985,0.35110637,0.36721178
CSA,Central and South America,CHL,Chile,1999,All,Age_all,[All],60.0,0.07318501,0.37971515,0.39570528
CSA,Central and South America,CHL,Chile,2000,All,Age_all,[All],49.0,0.0621717,0.30851646,0.31937735
CSA,Central and South America,CHL,Chile,2001,All,Age_all,[All],45.0,0.05496452,0.27903108,0.29002109
CSA,Central and South America,CHL,Chile,2002,All,Age_all,[All],42.0,0.05180133,0.26181577,0.26778185
CSA,Central and South America,CHL,Chile,2003,All,Age_all,[All],33.0,0.03943972,0.20160608,0.20820646
CSA,Central and South America,CHL,Chile,2004,All,Age_all,[All],42.0,0.04875897,0.25564026,0.26225461
CSA,Central and South America,CHL,Chile,2005,All,Age_all,[All],48.0,0.05574783,0.28941825,0.29661266
CSA,Central and South America,CHL,Chile,2006,All,Age_all,[All],47.0,0.05488154,0.28054863,0.28738261
CSA,Central and South America,CHL,Chile,2007,All,Age_all,[All],42.0,0.04689698,0.24886541,0.25408049
CSA,Central and South America,CHL,Chile,2008,All,Age_all,[All],36.0,0.04148278,0.21014635,0.21546232
CSA,Central and South America,CHL,Chile,2009,All,Age_all,[All],50.0,0.05436851,0.2928303,0.29610002
CSA,Central and South America,CHL,Chile,2010,All,Age_all,[All],46.0,0.04697233,0.26732601,0.2695965
CSA,Central and South America,CHL,Chile,2011,All,Age_all,[All],46.0,0.0484287,0.26487462,0.26692081
CSA,Central and South America,CHL,Chile,2012,All,Age_all,[All],54.0,0.05470515,0.30960331,0.31033864
CSA,Central and South America,CHL,Chile,2013,All,Age_all,[All],52.0,0.0521204,0.29674106,0.29593364
CSA,Central and South America,CHL,Chile,2014,All,Age_all,[All],56.0,0.0549235,0.3163123,0.3153338
CSA,Central and South America,COL,Colombia,1953,All,Age_all,[All],1725.0,1.0540595,15.14399276,13.2755203
CSA,Central and South America,COL,Colombia,1954,All,Age_all,[All],1961.0,1.30073427,16.96582498,14.6621909
CSA,Central and South America,COL,Colombia,1955,All,Age_all,[All],1888.0,1.16641851,16.32825941,14.91664692
CSA,Central and South America,COL,Colombia,1956,All,Age_all,[All],1673.0,0.97276491,14.56439166,13.29783006
CSA,Central and South America,COL,Colombia,1957,All,Age_all,[All],1645.0,0.94609284,13.82579803,12.43621244
CSA,Central and South America,COL,Colombia,1958,All,Age_all,[All],1684.0,0.96959368,14.13879259,11.63296744
CSA,Central and South America,COL,Colombia,1959,All,Age_all,[All],1537.0,0.86917674,12.57975473,10.28912646
CSA,Central and South America,COL,Colombia,1960,All,Age_all,[All],1553.0,0.84816113,12.31460342,10.07394914
CSA,Central and South America,COL,Colombia,1961,All,Age_all,[All],1475.0,0.83991982,11.4544229,9.27206437
CSA,Central and South America,COL,Colombia,1962,All,Age_all,[All],1509.0,0.85154169,11.43007497,9.19169154
CSA,Central and South America,COL,Colombia,1963,All,Age_all,[All],1636.0,0.92482674,11.99060111,9.65704504
CSA,Central and South America,COL,Colombia,1964,All,Age_all,[All],1712.0,0.97635532,12.09486309,9.79124964
CSA,Central and South America,COL,Colombia,1965,All,Age_all,[All],1442.0,0.80842285,9.94637615,8.01289175
CSA,Central and South America,COL,Colombia,1966,All,Age_all,[All],1595.0,0.912931,10.64934713,8.63656054
CSA,Central and South America,COL,Colombia,1967,All,Age_all,[All],1625.0,0.90440571,10.54261453,8.57252887
CSA,Central and South America,COL,Colombia,1968,All,Age_all,[All],1524.0,0.90133248,9.64589954,7.83064433
CSA,Central and South America,COL,Colombia,1969,All,Age_all,[All],1364.0,0.88641651,8.48348424,6.82542621
CSA,Central and South America,COL,Colombia,1972,All,Age_all,[All],1227.0,0.76505799,6.91795701,5.66272845
CSA,Central and South America,COL,Colombia,1974,All,Age_all,[All],1240.0,0.76028842,6.19853544,5.26799076
CSA,Central and South America,COL,Colombia,1975,All,Age_all,[All],1116.0,0.72827889,5.49561163,4.63734257
CSA,Central and South America,COL,Colombia,1976,All,Age_all,[All],1146.0,0.74432017,5.30377065,4.65700072
CSA,Central and South America,COL,Colombia,1977,All,Age_all,[All],1077.0,0.74058284,4.79294245,4.27983101
CSA,Central and South America,COL,Colombia,1984,All,Age_all,[All],642.0,0.46796755,2.23679089,2.28390099
CSA,Central and South America,COL,Colombia,1985,All,Age_all,[All],720.0,0.46769343,2.47571634,2.5075051
CSA,Central and South America,COL,Colombia,1986,All,Age_all,[All],625.0,0.42707009,2.10994495,2.13129457
CSA,Central and South America,COL,Colombia,1987,All,Age_all,[All],649.0,0.42709451,2.04265474,2.08043407
CSA,Central and South America,COL,Colombia,1988,All,Age_all,[All],580.0,0.37891408,1.77242409,1.82260836
CSA,Central and South America,COL,Colombia,1989,All,Age_all,[All],565.0,0.36523718,1.66429703,1.74073794
CSA,Central and South America,COL,Colombia,1990,All,Age_all,[All],541.0,0.34974303,1.59483716,1.63431395
CSA,Central and South America,COL,Colombia,1991,All,Age_all,[All],506.0,0.30911712,1.44071515,1.498889
CSA,Central and South America,COL,Colombia,1992,All,Age_all,[All],464.0,0.27661363,1.26756797,1.36910312
CSA,Central and South America,COL,Colombia,1993,All,Age_all,[All],476.0,0.28224635,1.25889648,1.37826397
CSA,Central and South America,COL,Colombia,1994,All,Age_all,[All],456.0,0.27051398,1.17829487,1.29627577
CSA,Central and South America,COL,Colombia,1995,All,Age_all,[All],411.0,0.2419127,1.0673764,1.12845627
CSA,Central and South America,COL,Colombia,1996,All,Age_all,[All],430.0,0.24783005,1.09395141,1.15976781
CSA,Central and South America,COL,Colombia,1997,All,Age_all,[All],420.0,0.24628809,1.06671417,1.11335549
CSA,Central and South America,COL,Colombia,1998,All,Age_all,[All],721.0,0.41114716,1.76382751,1.87935094
CSA,Central and South America,COL,Colombia,1999,All,Age_all,[All],676.0,0.368286,1.63883708,1.73335684
CSA,Central and South America,COL,Colombia,2000,All,Age_all,[All],776.0,0.41436169,1.87575677,1.95811412
CSA,Central and South America,COL,Colombia,2001,All,Age_all,[All],689.0,0.36003177,1.62710049,1.71154751
CSA,Central and South America,COL,Colombia,2002,All,Age_all,[All],577.0,0.30040505,1.33632607,1.41160836
CSA,Central and South America,COL,Colombia,2003,All,Age_all,[All],545.0,0.28714436,1.25169219,1.31376367
CSA,Central and South America,COL,Colombia,2004,All,Age_all,[All],546.0,0.28922402,1.23400618,1.29765326
CSA,Central and South America,COL,Colombia,2005,All,Age_all,[All],504.0,0.26689685,1.13202456,1.1817747
CSA,Central and South America,COL,Colombia,2006,All,Age_all,[All],519.0,0.26917133,1.15458945,1.20136394
CSA,Central and South America,COL,Colombia,2007,All,Age_all,[All],503.0,0.2624398,1.10808789,1.15004245
CSA,Central and South America,COL,Colombia,2008,All,Age_all,[All],433.0,0.22007848,0.94265769,0.97842107
CSA,Central and South America,COL,Colombia,2009,All,Age_all,[All],496.0,0.25218245,1.06199205,1.10837855
CSA,Central and South America,COL,Colombia,2010,All,Age_all,[All],474.0,0.23638304,1.01390986,1.04814617
CSA,Central and South America,COL,Colombia,2011,All,Age_all,[All],459.0,0.23439535,0.96621659,1.00519575
CSA,Central and South America,COL,Colombia,2012,All,Age_all,[All],452.0,0.22627606,0.94192132,0.98099394
CSA,Central and South America,COL,Colombia,2013,All,Age_all,[All],381.0,0.18761911,0.78619517,0.81943426
CSA,Central and South America,COL,Colombia,2014,All,Age_all,[All],491.0,0.23375276,1.00228636,1.04539937
CSA,Central and South America,ECU,Ecuador,1966,All,Age_all,[All],546.0,0.91583079,12.71348606,10.11219349
CSA,Central and South America,ECU,Ecuador,1967,All,Age_all,[All],576.0,0.98770513,13.12911989,10.35968987
CSA,Central and South America,ECU,Ecuador,1968,All,Age_all,[All],540.0,0.87524515,11.911907,9.43155824
CSA,Central and South America,ECU,Ecuador,1969,All,Age_all,[All],513.0,0.79569425,10.83921823,8.70174834
CSA,Central and South America,ECU,Ecuador,1970,All,Age_all,[All],529.0,0.87445243,10.97157909,8.71588776
CSA,Central and South America,ECU,Ecuador,1971,All,Age_all,[All],495.0,0.77457516,9.63068998,7.92327326
CSA,Central and South America,ECU,Ecuador,1972,All,Age_all,[All],486.0,0.71642319,9.05788375,7.55905042
CSA,Central and South America,ECU,Ecuador,1973,All,Age_all,[All],471.0,0.71507735,8.63267492,7.1203504
CSA,Central and South America,ECU,Ecuador,1974,All,Age_all,[All],498.0,0.77475964,8.60950679,7.31999859
CSA,Central and South America,ECU,Ecuador,1975,All,Age_all,[All],513.0,0.93182933,8.83456463,7.33450819
CSA,Central and South America,ECU,Ecuador,1977,All,Age_all,[All],444.0,0.75063398,7.14681156,5.87612493
CSA,Central and South America,ECU,Ecuador,1978,All,Age_all,[All],498.0,0.87984311,7.75157225,6.30379747
CSA,Central and South America,ECU,Ecuador,1979,All,Age_all,[All],424.0,0.70724425,6.29637516,5.24817428
CSA,Central and South America,ECU,Ecuador,1980,All,Age_all,[All],426.0,0.74710628,6.24752372,5.09996408
CSA,Central and South America,ECU,Ecuador,1981,All,Age_all,[All],443.0,0.80678942,6.26514411,5.40398641
CSA,Central and South America,ECU,Ecuador,1982,All,Age_all,[All],394.0,0.74327001,5.54177309,4.57862688
CSA,Central and South America,ECU,Ecuador,1983,All,Age_all,[All],413.0,0.7481613,5.24541338,4.78863121
CSA,Central and South America,ECU,Ecuador,1984,All,Age_all,[All],384.0,0.72291878,5.01648056,4.21329822
CSA,Central and South America,ECU,Ecuador,1985,All,Age_all,[All],397.0,0.77639144,5.08315104,4.23322173
CSA,Central and South America,ECU,Ecuador,1986,All,Age_all,[All],330.0,0.64760484,4.18496437,3.42082349
CSA,Central and South America,ECU,Ecuador,1987,All,Age_all,[All],355.0,0.68842477,3.86578352,3.57783556
CSA,Central and South America,ECU,Ecuador,1988,All,Age_all,[All],329.0,0.62390958,3.55480039,3.2245102
CSA,Central and South America,ECU,Ecuador,1989,All,Age_all,[All],340.0,0.65718262,3.62658421,3.40276645
CSA,Central and South America,ECU,Ecuador,1990,All,Age_all,[All],307.0,0.61134676,3.18710519,3.00070355
CSA,Central and South America,ECU,Ecuador,1991,All,Age_all,[All],320.0,0.60000375,3.17834352,3.0471257
CSA,Central and South America,ECU,Ecuador,1992,All,Age_all,[All],338.0,0.63260341,3.22898351,3.15412403
CSA,Central and South America,ECU,Ecuador,1993,All,Age_all,[All],348.0,0.66345109,3.23101246,3.17475783
CSA,Central and South America,ECU,Ecuador,1994,All,Age_all,[All],241.0,0.47102511,2.16103028,2.15024963
CSA,Central and South America,ECU,Ecuador,1995,All,Age_all,[All],170.0,0.33420489,1.51256465,1.48404166
CSA,Central and South America,ECU,Ecuador,1996,All,Age_all,[All],194.0,0.3709369,1.65424552,1.65766996
CSA,Central and South America,ECU,Ecuador,1997,All,Age_all,[All],162.0,0.31121528,1.36975085,1.35548384
CSA,Central and South America,ECU,Ecuador,1998,All,Age_all,[All],153.0,0.28186139,1.24701415,1.25425782
CSA,Central and South America,ECU,Ecuador,1999,All,Age_all,[All],209.0,0.37403583,1.67626549,1.67977872
CSA,Central and South America,ECU,Ecuador,2000,All,Age_all,[All],232.0,0.41182214,1.82043533,1.82949097
CSA,Central and South America,ECU,Ecuador,2001,All,Age_all,[All],187.0,0.33881722,1.43294151,1.4479661
CSA,Central and South America,ECU,Ecuador,2002,All,Age_all,[All],149.0,0.2683186,1.11677616,1.13364322
CSA,Central and South America,ECU,Ecuador,2003,All,Age_all,[All],139.0,0.25990053,1.02299908,1.03966603
CSA,Central and South America,ECU,Ecuador,2004,All,Age_all,[All],129.0,0.23584474,0.92611353,0.9487814
CSA,Central and South America,ECU,Ecuador,2005,All,Age_all,[All],143.0,0.25177829,1.01278676,1.03429468
CSA,Central and South America,ECU,Ecuador,2006,All,Age_all,[All],135.0,0.23318076,0.94336278,0.96021277
CSA,Central and South America,ECU,Ecuador,2007,All,Age_all,[All],176.0,0.30360008,1.2143117,1.23106563
CSA,Central and South America,ECU,Ecuador,2008,All,Age_all,[All],162.0,0.27022519,1.09602503,1.11449442
CSA,Central and South America,ECU,Ecuador,2009,All,Age_all,[All],208.0,0.34882356,1.37961631,1.4078383
CSA,Central and South America,ECU,Ecuador,2010,All,Age_all,[All],202.0,0.32783693,1.31309559,1.34566935
CSA,Central and South America,ECU,Ecuador,2011,All,Age_all,[All],239.0,0.38360298,1.53551045,1.5678419
CSA,Central and South America,ECU,Ecuador,2012,All,Age_all,[All],202.0,0.31805514,1.26907966,1.30540702
CSA,Central and South America,ECU,Ecuador,2013,All,Age_all,[All],158.0,0.25038032,0.97547511,1.00589057
CSA,Central and South America,ECU,Ecuador,2014,All,Age_all,[All],169.0,0.26833489,1.02585258,1.05943891
CSA,Central and South America,GUF,French Guiana,1968,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,1969,All,Age_all,[All],1.0,0.23866348,0.0,2.16670639
CSA,Central and South America,GUF,French Guiana,1970,All,Age_all,[All],3.0,0.84507042,6.55023047,6.25912789
CSA,Central and South America,GUF,French Guiana,1971,All,Age_all,[All],1.0,0.23866348,1.98791103,2.01495094
CSA,Central and South America,GUF,French Guiana,1972,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,1973,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,1974,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,1975,All,Age_all,[All],1.0,0.24752475,2.23840852,1.77863152
CSA,Central and South America,GUF,French Guiana,1976,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,1977,All,Age_all,[All],1.0,0.21367521,2.12855297,1.67022982
CSA,Central and South America,GUF,French Guiana,1978,All,Age_all,[All],1.0,0.21413276,1.54121306,1.61470023
CSA,Central and South America,GUF,French Guiana,1979,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,2001,All,Age_all,[All],2.0,0.3030303,1.11015282,1.17333709
CSA,Central and South America,GUF,French Guiana,2002,All,Age_all,[All],2.0,0.29895366,1.12417612,1.12017833
CSA,Central and South America,GUF,French Guiana,2003,All,Age_all,[All],1.0,0.13869626,0.59931482,0.53469073
CSA,Central and South America,GUF,French Guiana,2004,All,Age_all,[All],1.0,0.13908206,0.50267698,0.51199607
