region_code,region_name,country_code,country_name,year,sex,age_group_code,age_group,number,percentage_of_causespecific_deaths_out_of_total_deaths,agestandardized_death_rate_per_100_000_standard_population,death_rate_per_100_000_population
CSA,Central and South America,GUF,French Guiana,2005,All,Age_all,[All],1.0,0.13513514,0.48209192,0.49268122
CSA,Central and South America,GUF,French Guiana,2006,All,Age_all,[All],1.0,0.13774105,0.52128119,0.47644004
CSA,Central and South America,GUF,French Guiana,2007,All,Age_all,[All],2.0,0.28409091,0.90248442,0.92513357
CSA,Central and South America,GUF,French Guiana,2008,All,Age_all,[All],4.0,0.51679587,1.85454207,1.80183427
CSA,Central and South America,GUF,French Guiana,2009,All,Age_all,[All],1.0,0.14245014,0.43350624,0.43948317
CSA,Central and South America,GUF,French Guiana,2010,All,Age_all,[All],3.0,0.38910506,1.30817711,1.2875426
CSA,Central and South America,GUF,French Guiana,2011,All,Age_all,[All],0.0,0.0,0.0,0.0
CSA,Central and South America,GUF,French Guiana,2012,All,Age_all,[All],2.0,0.25380711,0.91378515,0.82079568
CSA,Central and South America,GUF,French Guiana,2013,All,Age_all,[All],1.0,0.1312336,0.45542279,0.40151935
CSA,Central and South America,GUF,French Guiana,2014,All,Age_all,[All],3.0,0.38461538,1.14221829,1.17751881
CSA,Central and South America,GUY,Guyana,1977,All,Age_all,[All],24.0,0.40795512,3.95606641,2.96296296
CSA,Central and South America,GUY,Guyana,1979,All,Age_all,[All],8.0,0.14787431,1.22225076,0.92485549
CSA,Central and South America,GUY,Guyana,1984,All,Age_all,[All],17.0,0.35557415,1.91201118,1.81623932
CSA,Central and South America,GUY,Guyana,1988,All,Age_all,[All],13.0,0.32330266,1.63621515,1.73185779
CSA,Central and South America,GUY,Guyana,1989,All,Age_all,[All],17.0,0.31545741,2.16858487,2.28008879
CSA,Central and South America,GUY,Guyana,1990,All,Age_all,[All],25.0,0.51250513,3.29223986,3.3633388
CSA,Central and South America,GUY,Guyana,1991,All,Age_all,[All],13.0,0.28577709,1.57379233,1.74619933
CSA,Central and South America,GUY,Guyana,1992,All,Age_all,[All],11.0,0.27693857,1.40493513,1.46940564
CSA,Central and South America,GUY,Guyana,1993,All,Age_all,[All],18.0,0.39875942,2.34279234,2.38681207
CSA,Central and South America,GUY,Guyana,1994,All,Age_all,[All],31.0,0.72026022,3.38070319,4.0848812
CSA,Central and South America,GUY,Guyana,1995,All,Age_all,[All],35.0,0.67593666,4.35955009,4.59745354
CSA,Central and South America,GUY,Guyana,1996,All,Age_all,[All],26.0,0.54042819,3.28419988,3.41747777
CSA,Central and South America,GUY,Guyana,1997,All,Age_all,[All],21.0,0.40903779,2.43210849,2.7705582
CSA,Central and South America,GUY,Guyana,1998,All,Age_all,[All],24.0,0.47384008,3.0570562,3.18396133
CSA,Central and South America,GUY,Guyana,1999,All,Age_all,[All],17.0,0.40505123,2.11675452,2.26765234
CSA,Central and South America,GUY,Guyana,2001,All,Age_all,[All],17.0,0.36724995,2.18110479,2.28124841
CSA,Central and South America,GUY,Guyana,2002,All,Age_all,[All],20.0,0.39432177,2.62245952,2.6853243
CSA,Central and South America,GUY,Guyana,2003,All,Age_all,[All],21.0,0.4211793,2.81570275,2.81825099
CSA,Central and South America,GUY,Guyana,2004,All,Age_all,[All],19.0,0.3695779,2.57563625,2.54781511
CSA,Central and South America,GUY,Guyana,2005,All,Age_all,[All],24.0,0.4587156,3.33523515,3.21645539
CSA,Central and South America,GUY,Guyana,2006,All,Age_all,[All],20.0,0.39753528,2.78477382,2.67973305
CSA,Central and South America,GUY,Guyana,2007,All,Age_all,[All],20.0,0.39793076,2.59369243,2.67926277
CSA,Central and South America,GUY,Guyana,2008,All,Age_all,[All],16.0,0.31980812,2.16114032,2.14242579
CSA,Central and South America,GUY,Guyana,2009,All,Age_all,[All],9.0,0.19728189,1.26727094,1.20366234
CSA,Central and South America,GUY,Guyana,2010,All,Age_all,[All],20.0,0.36812074,2.68846222,2.66867351
CSA,Central and South America,GUY,Guyana,2011,All,Age_all,[All],14.0,0.25969208,1.81408381,1.86163281
CSA,Central and South America,GUY,Guyana,2012,All,Age_all,[All],14.0,0.25234319,1.84106338,1.8533252
CSA,Central and South America,GUY,Guyana,2013,All,Age_all,[All],9.0,0.16734846,1.29430409,1.18532567
CSA,Central and South America,GUY,Guyana,2014,All,Age_all,[All],17.0,0.30647197,2.3896807,2.22693809
CSA,Central and South America,PRY,Paraguay,2000,All,Age_all,[All],140.0,0.75204125,2.83052598,2.6299965
CSA,Central and South America,PRY,Paraguay,2001,All,Age_all,[All],132.0,0.7173913,2.621536,2.43163603
CSA,Central and South America,PRY,Paraguay,2002,All,Age_all,[All],163.0,0.86088518,3.22995159,2.94651337
CSA,Central and South America,PRY,Paraguay,2003,All,Age_all,[All],150.0,0.7583801,2.80006826,2.6628875
CSA,Central and South America,PRY,Paraguay,2004,All,Age_all,[All],154.0,0.70684353,2.85219006,2.6873516
CSA,Central and South America,PRY,Paraguay,2005,All,Age_all,[All],135.0,0.61171779,2.41066987,2.3179563
CSA,Central and South America,PRY,Paraguay,2006,All,Age_all,[All],123.0,0.54118268,2.20707381,2.08008883
CSA,Central and South America,PRY,Paraguay,2007,All,Age_all,[All],121.0,0.52592689,2.07519536,2.01719551
CSA,Central and South America,PRY,Paraguay,2008,All,Age_all,[All],117.0,0.50132831,1.94473425,1.923932
CSA,Central and South America,PRY,Paraguay,2009,All,Age_all,[All],128.0,0.51038718,2.02204811,2.07658309
CSA,Central and South America,PRY,Paraguay,2010,All,Age_all,[All],100.0,0.38207313,1.62638148,1.60050704
CSA,Central and South America,PRY,Paraguay,2011,All,Age_all,[All],94.0,0.36581569,1.47931241,1.48405993
CSA,Central and South America,PRY,Paraguay,2012,All,Age_all,[All],91.0,0.35467903,1.35261856,1.41711151
CSA,Central and South America,PRY,Paraguay,2013,All,Age_all,[All],100.0,0.36111512,1.51307205,1.53603319
CSA,Central and South America,PRY,Paraguay,2014,All,Age_all,[All],71.0,0.26320667,1.03673143,1.07583484
CSA,Central and South America,PER,Peru,1995,All,Age_all,[All],301.0,0.32901569,1.27784199,1.23872595
CSA,Central and South America,PER,Peru,1996,All,Age_all,[All],337.0,0.36364029,1.36925624,1.36140582
CSA,Central and South America,PER,Peru,1997,All,Age_all,[All],246.0,0.2739726,0.96078838,0.97576633
CSA,Central and South America,PER,Peru,1998,All,Age_all,[All],279.0,0.30502137,1.09354255,1.08737753
CSA,Central and South America,PER,Peru,1999,All,Age_all,[All],261.0,0.30159812,0.99227035,1.00083238
CSA,Central and South America,PER,Peru,2000,All,Age_all,[All],263.0,0.31163722,0.97693959,0.99395524
CSA,Central and South America,PER,Peru,2001,All,Age_all,[All],227.0,0.28442907,0.81330467,0.84703752
CSA,Central and South America,PER,Peru,2002,All,Age_all,[All],214.0,0.26357277,0.77639968,0.78963969
CSA,Central and South America,PER,Peru,2003,All,Age_all,[All],235.0,0.2668635,0.85184387,0.85853449
CSA,Central and South America,PER,Peru,2004,All,Age_all,[All],261.0,0.28851575,0.92120952,0.9448233
CSA,Central and South America,PER,Peru,2005,All,Age_all,[All],213.0,0.23888029,0.75052264,0.76436838
CSA,Central and South America,PER,Peru,2006,All,Age_all,[All],173.0,0.2093924,0.60878369,0.61561332
CSA,Central and South America,PER,Peru,2007,All,Age_all,[All],155.0,0.17714893,0.5363571,0.54706426
CSA,Central and South America,PER,Peru,2008,All,Age_all,[All],192.0,0.21031876,0.64932312,0.67221437
CSA,Central and South America,PER,Peru,2009,All,Age_all,[All],163.0,0.17028478,0.55484735,0.5661166
CSA,Central and South America,PER,Peru,2010,All,Age_all,[All],137.0,0.13791854,0.46706493,0.47196341
CSA,Central and South America,PER,Peru,2011,All,Age_all,[All],148.0,0.15281047,0.50302013,0.50573535
CSA,Central and South America,PER,Peru,2012,All,Age_all,[All],126.0,0.12863575,0.42034171,0.42702039
CSA,Central and South America,PER,Peru,2013,All,Age_all,[All],97.0,0.09836132,0.32160239,0.32578774
CSA,Central and South America,PER,Peru,2014,All,Age_all,[All],112.0,0.11611151,0.3672791,0.37221224
CSA,Central and South America,SUR,Suriname,1963,All,Age_all,[All],15.0,0.625,6.47829313,4.80850914
CSA,Central and South America,SUR,Suriname,1964,All,Age_all,[All],15.0,0.65530799,5.71484656,4.68354826
CSA,Central and South America,SUR,Suriname,1965,All,Age_all,[All],14.0,0.58873003,5.67047476,4.25614709
CSA,Central and South America,SUR,Suriname,1966,All,Age_all,[All],13.0,0.57167986,4.9324095,3.84435678
CSA,Central and South America,SUR,Suriname,1971,All,Age_all,[All],9.0,0.34090909,2.51196829,2.43243243
CSA,Central and South America,SUR,Suriname,1975,All,Age_all,[All],11.0,0.41198502,3.44216597,3.05555556
CSA,Central and South America,SUR,Suriname,1976,All,Age_all,[All],9.0,0.34708831,2.9744546,2.43243243
CSA,Central and South America,SUR,Suriname,1977,All,Age_all,[All],5.0,0.19872814,1.55427169,1.35135135
CSA,Central and South America,SUR,Suriname,1978,All,Age_all,[All],14.0,0.51282051,4.56657061,3.74331551
CSA,Central and South America,SUR,Suriname,1979,All,Age_all,[All],6.0,0.23300971,2.25959453,1.67215692
CSA,Central and South America,SUR,Suriname,1980,All,Age_all,[All],8.0,0.29684601,2.96359702,2.22519533
CSA,Central and South America,SUR,Suriname,1981,All,Age_all,[All],7.0,0.29850746,2.36676638,1.94367237
CSA,Central and South America,SUR,Suriname,1982,All,Age_all,[All],10.0,0.42069836,4.19524436,2.77700639
CSA,Central and South America,SUR,Suriname,1984,All,Age_all,[All],8.0,0.34934498,2.91819651,2.15866163
CSA,Central and South America,SUR,Suriname,1985,All,Age_all,[All],7.0,0.30769231,1.94725308,1.86517453
CSA,Central and South America,SUR,Suriname,1986,All,Age_all,[All],7.0,0.34965035,1.76875528,1.8709574
CSA,Central and South America,SUR,Suriname,1987,All,Age_all,[All],3.0,0.17182131,0.61259451,0.78732512
CSA,Central and South America,SUR,Suriname,1988,All,Age_all,[All],6.0,0.33707865,1.37666647,1.54288844
CSA,Central and South America,SUR,Suriname,1989,All,Age_all,[All],3.0,0.12897678,0.67641505,0.75550575
CSA,Central and South America,SUR,Suriname,1990,All,Age_all,[All],1.0,0.04852014,0.17873913,0.25
CSA,Central and South America,SUR,Suriname,1991,All,Age_all,[All],7.0,0.32332564,1.37210342,1.69489473
CSA,Central and South America,SUR,Suriname,1992,All,Age_all,[All],11.0,0.58293588,2.33053509,2.61496951
CSA,Central and South America,SUR,Suriname,1995,All,Age_all,[All],1.0,0.06514658,0.20208509,0.22632064
CSA,Central and South America,SUR,Suriname,1996,All,Age_all,[All],3.0,0.16411379,0.61779888,0.66932463
CSA,Central and South America,SUR,Suriname,1997,All,Age_all,[All],5.0,0.26455026,0.98268999,1.10093117
CSA,Central and South America,SUR,Suriname,1998,All,Age_all,[All],7.0,0.31760436,1.43518323,1.52229841
CSA,Central and South America,SUR,Suriname,1999,All,Age_all,[All],4.0,0.15929908,0.79384506,0.85950342
CSA,Central and South America,SUR,Suriname,2000,All,Age_all,[All],9.0,0.34992224,1.89138973,1.91103495
CSA,Central and South America,SUR,Suriname,2001,All,Age_all,[All],10.0,0.38167939,2.0085496,2.09828801
CSA,Central and South America,SUR,Suriname,2002,All,Age_all,[All],13.0,0.46132009,2.64597598,2.6957811
CSA,Central and South America,SUR,Suriname,2003,All,Age_all,[All],9.0,0.32774945,1.76042948,1.84448152
CSA,Central and South America,SUR,Suriname,2004,All,Age_all,[All],7.0,0.25107604,1.35096384,1.41792541
CSA,Central and South America,SUR,Suriname,2005,All,Age_all,[All],4.0,0.14224751,0.8022336,0.80085852
CSA,Central and South America,SUR,Suriname,2006,All,Age_all,[All],8.0,0.29379361,1.55193634,1.58323356
CSA,Central and South America,SUR,Suriname,2007,All,Age_all,[All],11.0,0.38274182,2.06167652,2.15187967
CSA,Central and South America,SUR,Suriname,2008,All,Age_all,[All],9.0,0.30282638,1.70133086,1.74039832
CSA,Central and South America,SUR,Suriname,2009,All,Age_all,[All],11.0,0.39187745,2.11032881,2.10280419
CSA,Central and South America,SUR,Suriname,2010,All,Age_all,[All],6.0,0.19986676,1.11004861,1.1339347
CSA,Central and South America,SUR,Suriname,2011,All,Age_all,[All],7.0,0.23419204,1.32768506,1.30797359
CSA,Central and South America,SUR,Suriname,2012,All,Age_all,[All],2.0,0.07104796,0.36927663,0.36951843
CSA,Central and South America,SUR,Suriname,2013,All,Age_all,[All],11.0,0.34953924,2.00490868,2.00989967
CSA,Central and South America,SUR,Suriname,2014,All,Age_all,[All],7.0,0.22222222,1.29082448,1.26519819
CSA,Central and South America,URY,Uruguay,1955,All,Age_all,[All],89.0,0.43208078,3.80614903,3.75527426
CSA,Central and South America,URY,Uruguay,1956,All,Age_all,[All],79.0,0.39746428,3.39208823,3.29166667
CSA,Central and South America,URY,Uruguay,1957,All,Age_all,[All],93.0,0.42831483,3.89042817,3.81147541
CSA,Central and South America,URY,Uruguay,1958,All,Age_all,[All],74.0,0.3535257,3.09072198,2.99473897
CSA,Central and South America,URY,Uruguay,1959,All,Age_all,[All],69.0,0.29340477,2.8317394,2.75449102
CSA,Central and South America,URY,Uruguay,1960,All,Age_all,[All],71.0,0.32126697,2.84705217,2.79527559
CSA,Central and South America,URY,Uruguay,1963,All,Age_all,[All],51.0,0.21683673,1.97885205,1.92598187
CSA,Central and South America,URY,Uruguay,1964,All,Age_all,[All],53.0,0.21978022,2.0251078,1.97613721
CSA,Central and South America,URY,Uruguay,1965,All,Age_all,[All],60.0,0.24221872,2.23058906,2.20994475
CSA,Central and South America,URY,Uruguay,1966,All,Age_all,[All],55.0,0.22122114,2.0220864,2.00072754
CSA,Central and South America,URY,Uruguay,1967,All,Age_all,[All],76.0,0.28696572,2.80249568,2.73086597
CSA,Central and South America,URY,Uruguay,1968,All,Age_all,[All],46.0,0.17701839,1.6638606,1.63236338
CSA,Central and South America,URY,Uruguay,1969,All,Age_all,[All],47.0,0.17066705,1.69567265,1.6481975
CSA,Central and South America,URY,Uruguay,1970,All,Age_all,[All],50.0,0.18910741,1.78789872,1.7324417
CSA,Central and South America,URY,Uruguay,1971,All,Age_all,[All],46.0,0.16128467,1.59723823,1.57480315
CSA,Central and South America,URY,Uruguay,1972,All,Age_all,[All],34.0,0.12006074,1.17424853,1.15020298
CSA,Central and South America,URY,Uruguay,1973,All,Age_all,[All],37.0,0.13011675,1.34943106,1.23663102
CSA,Central and South America,URY,Uruguay,1974,All,Age_all,[All],41.0,0.14494291,1.624419,1.48228489
CSA,Central and South America,URY,Uruguay,1975,All,Age_all,[All],41.0,0.14943869,1.64364923,1.45907473
CSA,Central and South America,URY,Uruguay,1976,All,Age_all,[All],39.0,0.13523823,1.56622496,1.37809187
CSA,Central and South America,URY,Uruguay,1977,All,Age_all,[All],34.0,0.11756976,1.33896477,1.19465917
CSA,Central and South America,URY,Uruguay,1978,All,Age_all,[All],32.0,0.11415118,1.23081438,1.11731844
CSA,Central and South America,URY,Uruguay,1980,All,Age_all,[All],27.0,0.09053415,1.0605411,0.92834548
CSA,Central and South America,URY,Uruguay,1981,All,Age_all,[All],32.0,0.11591263,1.23848161,1.09215017
CSA,Central and South America,URY,Uruguay,1982,All,Age_all,[All],20.0,0.07360518,0.78508192,0.67789716
CSA,Central and South America,URY,Uruguay,1983,All,Age_all,[All],21.0,0.07375408,0.78776974,0.70752333
CSA,Central and South America,URY,Uruguay,1984,All,Age_all,[All],20.0,0.0666889,0.73516586,0.66891869
CSA,Central and South America,URY,Uruguay,1985,All,Age_all,[All],23.0,0.08054067,0.86474534,0.76351082
CSA,Central and South America,URY,Uruguay,1986,All,Age_all,[All],14.0,0.04865842,0.52079199,0.46133061
CSA,Central and South America,URY,Uruguay,1987,All,Age_all,[All],15.0,0.05020416,0.5663205,0.49051668
CSA,Central and South America,URY,Uruguay,1988,All,Age_all,[All],21.0,0.06796117,0.77777198,0.68161901
CSA,Central and South America,URY,Uruguay,1989,All,Age_all,[All],14.0,0.04726377,0.5152704,0.4510164
CSA,Central and South America,URY,Uruguay,1990,All,Age_all,[All],9.0,0.02979146,0.31947552,0.29088559
CSA,Central and South America,URY,Uruguay,1993,All,Age_all,[All],14.0,0.04428558,0.48337934,0.44056398
CSA,Central and South America,URY,Uruguay,1994,All,Age_all,[All],12.0,0.03975353,0.41210658,0.37486517
CSA,Central and South America,URY,Uruguay,1995,All,Age_all,[All],14.0,0.04416404,0.4749015,0.43420533
CSA,Central and South America,URY,Uruguay,1996,All,Age_all,[All],11.0,0.03535841,0.36571749,0.33873451
CSA,Central and South America,URY,Uruguay,1997,All,Age_all,[All],17.0,0.0558219,0.56770169,0.5198516
CSA,Central and South America,URY,Uruguay,1998,All,Age_all,[All],11.0,0.03446439,0.36590707,0.33423953
CSA,Central and South America,URY,Uruguay,1999,All,Age_all,[All],6.0,0.01850082,0.19078355,0.18137782
CSA,Central and South America,URY,Uruguay,2000,All,Age_all,[All],9.0,0.0295518,0.29397294,0.2711059
CSA,Central and South America,URY,Uruguay,2001,All,Age_all,[All],19.0,0.06094041,0.61121838,0.57134729
CSA,Central and South America,URY,Uruguay,2002,All,Age_all,[All],18.0,0.05784991,0.59027394,0.54118411
CSA,Central and South America,URY,Uruguay,2003,All,Age_all,[All],10.0,0.0306965,0.32861562,0.30087241
CSA,Central and South America,URY,Uruguay,2004,All,Age_all,[All],9.0,0.02795639,0.29137658,0.27096387
CSA,Central and South America,URY,Uruguay,2005,All,Age_all,[All],9.0,0.02828499,0.29304959,0.2709372
CSA,Central and South America,URY,Uruguay,2006,All,Age_all,[All],6.0,0.01962323,0.1950157,0.18042937
CSA,Central and South America,URY,Uruguay,2007,All,Age_all,[All],13.0,0.03848089,0.41872363,0.39018546
CSA,Central and South America,URY,Uruguay,2008,All,Age_all,[All],6.0,0.01931248,0.19394795,0.17962883
CSA,Central and South America,URY,Uruguay,2009,All,Age_all,[All],11.0,0.0355148,0.36110587,0.32838997
CSA,Central and South America,URY,Uruguay,2010,All,Age_all,[All],2.0,0.00614024,0.06275443,0.05953666
CSA,Central and South America,URY,Uruguay,2012,All,Age_all,[All],5.0,0.01499071,0.16135329,0.14797387
CSA,Central and South America,URY,Uruguay,2013,All,Age_all,[All],9.0,0.02752462,0.2914124,0.26553035
CSA,Central and South America,URY,Uruguay,2014,All,Age_all,[All],9.0,0.02801818,0.25609749,0.26467194
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1955,All,Age_all,[All],378.0,0.63712518,6.505658,6.2061832
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1956,All,Age_all,[All],384.0,0.64683489,6.36584208,6.06338128
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1957,All,Age_all,[All],380.0,0.61474747,6.05357896,5.7791161
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1958,All,Age_all,[All],394.0,0.65923769,6.51574893,5.7687521
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1959,All,Age_all,[All],408.0,0.71253929,6.62161415,5.7579136
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1960,All,Age_all,[All],353.0,0.64159654,5.47488611,4.79313482
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1961,All,Age_all,[All],378.0,0.68149858,5.68780429,4.95640202
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1962,All,Age_all,[All],368.0,0.66984601,5.28708821,4.64306442
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1963,All,Age_all,[All],335.0,0.57491977,4.71700514,4.07284929
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1964,All,Age_all,[All],361.0,0.5890896,4.90708884,4.23485248
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1965,All,Age_all,[All],409.0,0.67206731,5.26479279,4.63519119
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1966,All,Age_all,[All],443.0,0.72007932,5.50494502,4.85575237
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1967,All,Age_all,[All],382.0,0.61530532,4.729856,4.05412576
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1968,All,Age_all,[All],374.0,0.57919841,4.53141141,3.88773389
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1969,All,Age_all,[All],332.0,0.48856579,3.88434232,3.34004024
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1970,All,Age_all,[All],362.0,0.5280894,4.05416888,3.52140078
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1971,All,Age_all,[All],374.0,0.53082022,4.28643638,3.52444495
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1972,All,Age_all,[All],391.0,0.53162561,4.35241171,3.57426892
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1973,All,Age_all,[All],376.0,0.49146472,3.96621961,3.33345154
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1974,All,Age_all,[All],307.0,0.41598352,3.14103233,2.63936174
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1975,All,Age_all,[All],305.0,0.40898973,3.08721018,2.54312897
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1976,All,Age_all,[All],329.0,0.42912297,3.13927485,2.66157543
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1977,All,Age_all,[All],348.0,0.46810056,3.13847931,2.73226189
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1978,All,Age_all,[All],310.0,0.42776321,2.68156694,2.36244475
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1979,All,Age_all,[All],292.0,0.39628147,2.29656688,2.00673493
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1980,All,Age_all,[All],319.0,0.41518078,2.29069757,2.12425917
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1981,All,Age_all,[All],265.0,0.32982351,1.81186853,1.71181996
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1982,All,Age_all,[All],257.0,0.32810326,1.67780263,1.61186129
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1983,All,Age_all,[All],303.0,0.39491691,1.94082079,1.84821461
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1985,All,Age_all,[All],291.0,0.36670195,1.72767405,1.68046845
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1986,All,Age_all,[All],296.0,0.37737773,1.67600464,1.66383739
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1987,All,Age_all,[All],284.0,0.35065625,1.60682308,1.55446086
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1988,All,Age_all,[All],291.0,0.3565958,1.5494141,1.5768939
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1989,All,Age_all,[All],339.0,0.39935914,1.79338274,1.79479034
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1990,All,Age_all,[All],347.0,0.38524736,1.76864372,1.77932293
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1992,All,Age_all,[All],299.0,0.32644416,1.45029413,1.46240304
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1993,All,Age_all,[All],331.0,0.35434799,1.53209519,1.58277785
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1994,All,Age_all,[All],383.0,0.38690386,1.77259873,1.79154466
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1996,All,Age_all,[All],297.0,0.29686641,1.28369001,1.3267428
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1997,All,Age_all,[All],308.0,0.31425044,1.3070448,1.34864465
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1998,All,Age_all,[All],256.0,0.25355823,1.06569921,1.09925198
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),1999,All,Age_all,[All],313.0,0.29916368,1.27202839,1.3184587
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2000,All,Age_all,[All],327.0,0.30864198,1.30399123,1.35166159
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2001,All,Age_all,[All],356.0,0.32209033,1.38319679,1.4444258
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2002,All,Age_all,[All],335.0,0.30373641,1.28741124,1.33463966
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2003,All,Age_all,[All],321.0,0.26340839,1.19973565,1.25628023
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2004,All,Age_all,[All],318.0,0.27128939,1.16118523,1.22323717
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2005,All,Age_all,[All],351.0,0.297993,1.2785383,1.32791338
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2006,All,Age_all,[All],356.0,0.29258751,1.27592586,1.32587496
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2007,All,Age_all,[All],332.0,0.26047592,1.16519606,1.21845549
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2008,All,Age_all,[All],377.0,0.28207795,1.29805769,1.36417098
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2009,All,Age_all,[All],434.0,0.32211856,1.47413631,1.54828533
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2010,All,Age_all,[All],412.0,0.29746433,1.39010009,1.44866691
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2011,All,Age_all,[All],436.0,0.30485247,1.44741129,1.50928379
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2012,All,Age_all,[All],416.0,0.28091595,1.36677624,1.41685334
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2013,All,Age_all,[All],410.0,0.27355948,1.33603423,1.37671485
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2014,All,Age_all,[All],490.0,0.30223593,1.57859868,1.63099731
CSA,Central and South America,ARG,Argentina,2020,All,Age_all,[All],257.0,0.06831128,0.5863137,0.56863724
CSA,Central and South America,ARG,Argentina,2019,All,Age_all,[All],231.0,0.06759762,0.53411429,0.51584749
CSA,Central and South America,ARG,Argentina,2018,All,Age_all,[All],294.0,0.0872862,0.68309224,0.66274206
CSA,Central and South America,ARG,Argentina,2017,All,Age_all,[All],246.0,0.0719955,0.57469103,0.55989079
CSA,Central and South America,ARG,Argentina,2016,All,Age_all,[All],284.0,0.08111574,0.66848135,0.65274662
CSA,Central and South America,ARG,Argentina,2015,All,Age_all,[All],333.0,0.10072961,0.7925559,0.77306276
CSA,Central and South America,BRA,Brazil,2020,All,Age_all,[All],2147.0,0.13790897,0.97061638,1.01007052
CSA,Central and South America,BRA,Brazil,2019,All,Age_all,[All],1726.0,0.1278707,0.7919502,0.82132934
CSA,Central and South America,BRA,Brazil,2018,All,Age_all,[All],1862.0,0.1414121,0.85126155,0.88891298
CSA,Central and South America,BRA,Brazil,2017,All,Age_all,[All],1874.0,0.14276311,0.85625784,0.90168192
CSA,Central and South America,BRA,Brazil,2016,All,Age_all,[All],1814.0,0.13849718,0.83423618,0.87988608
CSA,Central and South America,BRA,Brazil,2015,All,Age_all,[All],1896.0,0.14997924,0.8755763,0.92726737
CSA,Central and South America,CHL,Chile,2020,All,Age_all,[All],61.0,0.04834785,0.3124842,0.31910106
CSA,Central and South America,CHL,Chile,2019,All,Age_all,[All],40.0,0.03647705,0.2038073,0.2110591
CSA,Central and South America,CHL,Chile,2018,All,Age_all,[All],51.0,0.0477546,0.27174601,0.27230266
CSA,Central and South America,CHL,Chile,2017,All,Age_all,[All],58.0,0.05451743,0.3124735,0.31401528
CSA,Central and South America,CHL,Chile,2016,All,Age_all,[All],51.0,0.0490262,0.28001205,0.28008023
CSA,Central and South America,CHL,Chile,2015,All,Age_all,[All],56.0,0.05419687,0.30976391,0.31164172
